3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.55,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.54,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.53,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.52,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.51,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.5,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.49,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.48,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.47,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.46,2,3,5
3.025500896,4.25,5.35,3.222770732,1.712537739,1.407072562,12.6114,25.4791,38.53895,0.45,2,3,5
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.55,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.54,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.53,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.52,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.51,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.5,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.49,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.48,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.46,2.754129886,5.10186292,7.785400158
3.994173672,5.229702309,6.362200008,6.528583919,3.133207987,2.437445577,10.7643,24.5952,37.8805,0.45,2.754129886,5.10186292,7.785400158
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.55,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.54,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.53,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.52,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.51,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.5,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.49,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.48,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.47,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.46,3.074580131,5.144888389,8.293971363
3.525770338,4.712383607,5.819117165,5.018518972,2.457613404,1.887802615,11.50925,24.9473,38.12,0.45,3.074580131,5.144888389,8.293971363
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.55,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.54,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.53,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.52,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.52,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.5,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.49,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.48,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.47,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.46,3,4.507984871,6.663158984
2.985700615,4.228527946,5.20306143,3.336434202,1.825015455,1.247968206,12.3682,25.1489,38.2854,0.45,3,4.507984871,6.663158984
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.55,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.54,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.53,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.52,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.51,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.5,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.49,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.48,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.47,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.46,2,3,5
3.003993443,4.200628853,5.240994991,3.253454486,1.800445199,1.325251093,12.42675,25.3537,38.51655,0.45,2,3,5
3.043620734,4.181155151,5.282457906,3.40044619,1.792476591,1.403408908,12.2002,25.19665,38.1946,0.55,2,3,5
3.043620734,4.181155151,5.282457906,3.40044619,1.792476591,1.403408908,12.2002,25.19665,38.1946,0.54,2,3,5
3.043620734,4.181155151,5.282457906,3.40044619,1.792476591,1.403408908,12.2002,25.19665,38.1946,0.53,2,3,5
3.043620734,4.181155151,5.282457906,3.40044619,1.792476591,1.403408908,12.2002,25.19665,38.1946,0.52,2,3,5
3.043620734,4.181155151,5.282457906,3.40044619,1.792476591,1.403408908,12.2002,25.19665,38.1946,0.51,2,3,5
