o1,o2,o3,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
0.266949712,90.85966607,7.615657516,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1
0.262966948,90.61450487,7.636876747,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.251550734,90.66331345,7.663851939,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.253324759,90.38683546,7.706495915,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.255726244,90.39462502,7.743134046,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.268903823,90.09151714,7.780918012,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.262441181,90.19762645,7.61848439,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1
0.261210909,91.26853714,7.63519607,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1
0.25705519,91.04325199,7.657874753,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.247095027,91.02499312,7.683039948,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.249098198,90.82557044,7.726087723,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.251277778,90.86753983,7.766076435,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.264614315,90.62104254,7.801410756,1,1,1,-1,-1,1,1,1,1,1,1,-1,1
0.216865178,90.66596872,8.680363711,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1
0.223450078,90.38895469,8.767359646,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1
0.229721602,90.38186015,8.797930559,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.242041927,90.09817581,8.736269742,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.207634929,90.19710563,8.782157391,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1
0.220720403,91.27284766,8.754768959,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.238633811,91.03559642,8.637549613,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.215028147,91.02501982,8.655879211,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.235475395,90.82471744,8.473210331,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.239326645,90.8620847,8.237316507,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.205725502,90.60413999,8.791618188,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1
0.221027302,90.66435386,8.762764841,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.237116541,90.38749644,8.642752793,1,-1,1,-1,-1,1,1,1,1,1,1,1,1
0.213678834,90.39686497,8.657632595,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.234452605,90.09569305,8.469742571,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.241383699,90.20087858,8.192553082,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.217184185,91.52376525,8.62816623,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.240051934,91.29837937,8.42123206,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.248135543,91.31339154,8.068868586,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.242668328,91.14436838,7.637670291,1,1,1,-1,-1,-1,1,1,1,1,1,1,1
0.354442544,91.17569592,7.879419596,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.249522363,90.95661338,7.848709107,1,1,1,-1,1,-1,1,1,1,1,1,1,1
0.245587752,90.99748247,7.959514184,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.367514518,90.7706076,7.880038667,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.313914788,90.76090618,7.891138048,1,1,1,-1,1,-1,1,1,1,1,1,1,1
0.306251452,90.47954651,7.950716114,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.230836456,90.56698834,7.883916399,1,1,1,-1,-1,-1,1,1,1,1,1,1,1
0.24614428,91.42243619,7.981388119,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.318935501,91.199281,7.947963526,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.192011278,91.20517167,8.030211113,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.427768248,91.02671442,7.765815054,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.237741806,91.06356456,7.992652417,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.301274838,90.82659321,8.000035683,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.187208206,90.86897264,8.039598479,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.256325197,90.61727825,7.967766284,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.206687646,90.6076053,7.982288066,1,1,1,-1,1,-1,1,1,1,1,1,1,1
0.263965355,90.30473045,7.998163293,1,1,1,-1,1,1,1,1,1,1,1,1,1
0.301629101,90.37271618,7.951761121,1,1,1,-1,1,-1,1,1,1,1,1,1,1
0.22294459,91.32394772,7.769685514,1,1,1,1,-1,-1,1,1,1,1,1,1,1
0.297684615,91.10848513,7.895734357,1,1,1,1,-1,1,1,1,1,1,1,1,1
0.233965894,91.10327916,7.934755676,1,1,1,1,1,-1,1,1,1,1,1,1,1
0.301433888,90.90628744,8.006136263,1,1,1,1,1,1,1,1,1,1,1,1,1
0.35179497,90.94046965,7.892521984,1,1,1,1,-1,1,1,1,1,1,1,1,1
0.208187526,90.67534951,8.052931821,1,1,1,1,1,1,1,1,1,1,1,1,1
0.205897196,90.71563042,8.039927253,1,1,1,1,1,-1,1,1,1,1,1,1,1
0.387009301,90.45573752,7.857551205,1,1,1,1,-1,1,1,1,1,1,1,1,1
0.324347028,90.45921596,7.980972174,1,1,1,1,1,1,1,1,1,1,1,1,1
0.238844821,90.15024927,8.047118591,1,1,1,1,1,1,1,1,1,1,1,1,1
0.187610971,90.23154053,8.102938289,1,1,1,1,1,1,1,1,1,1,1,1,1
0.343970676,91.40411096,7.561173923,1,1,1,-1,-1,1,1,-1,1,1,1,1,1
0.223283055,91.18224058,8.096182685,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.261328172,91.16514842,8.083264836,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
0.330154659,90.97313141,7.276756132,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
0.339920485,91.01795235,8.07657375,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
0.276371795,90.77770552,8.272991374,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.343706331,90.81670286,7.418521405,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.278355991,90.55319261,7.937234226,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
0.377654685,90.57206927,7.700434975,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
0.229310615,90.24203551,8.260423822,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.444552106,90.345041,7.722377976,1,1,1,-1,-1,1,-1,1,1,1,1,1,1
0.384987246,91.27576138,7.825772847,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.368200656,91.04259384,7.957709438,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1
0.210898714,91.02819019,8.204793617,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1
0.268282465,90.82774239,8.002057875,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
0.238242558,90.86528751,7.936339642,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.338270001,90.62348777,8.113544817,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
0.37508253,90.66796159,8.016073128,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1
0.363194572,90.38958831,8.043473406,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.199822363,90.39871053,8.264269982,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.29416019,90.09646437,8.242598645,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.340013511,90.20438993,7.302701554,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.351023601,90.71754528,7.386125383,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.390412501,90.71670252,7.80404464,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.19298764,90.71585975,7.756361192,1,1,1,-1,-1,1,1,-1,1,1,1,1,1
0.356104206,90.09646437,8.010372811,1,1,1,-1,-1,1,1,1,1,1,1,1,1
0.319274499,90.20438993,7.058374409,1,1,1,-1,-1,1,1,-1,1,1,1,1,1
0.195808352,90.71754528,8.317840363,1,1,1,-1,-1,1,1,1,-1,1,1,1,1
0.310163593,90.71670252,7.029862393,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1
0.446657214,90.71585975,7.572991667,1,1,1,-1,-1,1,1,1,1,1,1,1,1
